Lifespan,Hunger,Thirst,Fatigue,Mate,Comfort Inc,Comf Dec,Sight Range,     Diet,If Flocks,Flee,Pursue
601413,5.91711,7.42747,7.45406,4.02457,0.00101208,0.0012767,115,apple,0,22,21
346990,6.41129,8.3685,1.75067,9.9709,0.00360619,0.00104682,105,apple,1,11,2
739976,5.15887,7.61628,3.9539,5.37295,0.00664916,0.00104682,90,apple,0,5,14
575050,6.41129,7.666,8.60687,9.9709,0.00397481,0.00104682,105,apple,1,11,9
574975,5.15887,7.42747,3.9539,5.37295,0.00101208,0.00104682,115,apple,1,13,16
61248,6.41129,7.666,8.60687,5.37295,0.0011488,0.00104682,99,apple,0,5,16
204119,5.14377,8.3685,8.60687,9.9709,0.00360619,0.00104682,142,apple,1,11,2
574975,5.06938,7.66595,8.60687,1.08617,0.00719114,0.00104682,105,apple,1,10,11
574975,5.15887,7.61628,3.9539,5.37295,0.00664916,0.00104682,99,apple,1,13,16
739976,5.15887,7.61628,3.9539,5.37295,0.00576112,0.00104682,90,apple,1,19,19
634397,5.12543,7.62733,8.58115,1.07986,0.00654073,0.00104682,160,apple,1,19,16
147618,6.41129,7.666,8.60687,9.9709,0.00397481,0.00104682,146,apple,1,11,8
740076,5.12543,7.62733,3.9539,4.42069,0.00664916,0.0010073,104,apple,0,5,16
574936,5.17441,7.71278,3.9539,1.07986,0.00401135,0.00104682,98,apple,1,4,13
574936,5.15887,6.28082,3.9539,5.37295,0.00401135,0.00120257,99,apple,1,4,16
574975,5.16664,7.62733,3.9539,5.37295,0.00604174,0.00104682,90,apple,1,5,14
147618,6.41129,7.63414,8.60687,9.9709,0.00719114,0.00104682,101,apple,1,10,13
204119,5.06938,7.66595,8.60687,9.9709,0.00719114,0.00104682,105,apple,1,10,13
574936,5.17441,7.61628,3.9539,5.37295,0.00664916,0.00104682,98,apple,1,3,16
739976,5.15887,8.3685,1.75067,5.37295,0.00664916,0.00104682,89,apple,1,5,2
740065,5.17441,7.62733,3.9539,4.42069,0.00401135,0.00104682,104,apple,1,4,13
574975,5.17441,7.61628,6.28039,5.37295,0.00590449,0.00104682,105,apple,1,4,16
634289,5.15887,7.66595,3.9539,1.08617,0.00697508,0.0010107,99,apple,0,5,30
204119,5.12244,7.62249,8.60687,9.9709,0.00360619,0.00104682,105,apple,1,10,2
574975,5.17441,7.61628,6.28039,5.37295,0.00664916,0.00104682,90,apple,0,6,16
739976,5.15887,7.61628,3.9539,5.37295,0.00762685,0.00104682,142,apple,1,19,16
574955,5.17441,7.61628,5.11715,5.37295,0.00664916,0.00177237,90,apple,1,6,16
904978,5.15887,7.61628,3.9539,5.38749,0.00762685,0.00104682,142,apple,0,5,14
904978,5.91711,7.61628,7.24369,1.10633,0.00431947,0.00104682,142,apple,1,22,21
740076,5.12543,7.62733,3.9539,4.42069,0.00664916,0.00138983,103,apple,0,6,16
739976,5.12244,7.61628,8.60687,9.9709,0.00468365,0.00137034,105,apple,1,10,22
574936,5.17441,7.61628,3.9539,5.37295,0.00664916,0.00104624,98,apple,0,5,16
740065,5.12543,7.62733,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,19,14
574936,5.17441,7.71278,3.9539,1.10633,0.00401135,0.00104682,142,apple,1,4,13
574936,5.12543,7.62733,3.9539,5.37295,0.00664916,0.00120257,104,apple,0,5,13
739976,5.17441,7.61628,3.9539,5.37295,0.00664916,0.00104682,98,apple,1,5,16
797244,5.17441,7.61628,7.24369,1.10633,0.00431947,0.00104682,142,apple,1,13,13
740065,5.17441,7.62733,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,4,14
574975,5.15887,7.62733,1.75067,5.37295,0.00664916,0.00104682,99,apple,1,5,16
575050,6.41129,7.666,8.60687,9.9709,0.00414514,0.00104682,146,apple,1,14,8
574975,5.16664,7.61628,3.9539,5.37295,0.00604174,0.00104682,142,apple,1,5,16
740065,5.12543,7.62733,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,19,14
574975,5.15887,6.28082,3.9539,2.42436,0.00664916,0.00120257,99,apple,1,4,16
634306,5.15887,7.61482,3.9539,5.38749,0.00762685,0.00104682,142,apple,0,19,14
739976,5.12244,7.61628,6.28039,9.9709,0.00695077,0.00104682,142,apple,1,10,22
797244,5.15887,7.66595,3.9539,2.94589,0.00564727,0.0010107,99,apple,0,11,30
740065,5.17441,7.59251,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,4,14
797244,5.17441,7.66676,7.24369,4.44851,0.00431947,0.00104682,103,scavenger,0,13,16
634397,5.17441,7.62733,8.55849,5.37295,0.00590449,0.00104682,104,apple,1,4,16
740065,5.15553,7.62733,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,19,14
740065,5.17441,7.59251,8.58115,2.75028,0.00654073,0.00104682,136,apple,1,4,14
739976,5.15887,7.61628,1.75067,5.37295,0.00664916,0.00104682,89,apple,0,5,2
739976,5.15887,7.61628,3.9539,5.37295,0.00669399,0.00104682,142,apple,1,19,19
740076,5.14992,7.62733,3.9539,4.42069,0.00664916,0.00104624,100,apple,0,6,16
634397,5.12543,7.62733,3.9539,1.10633,0.00401135,0.00104682,160,apple,1,19,14
