Lifespan,Hunger,Thirst,Fatigue,Mate,Comfort Inc,Comf Dec,Sight Range,     Diet,If Flocks,Flee,Pursue
640147,3.65928,7.50893,6.04404,2.72696,0.00969748,0.00104682,89,apple,1,16,11
640065,3.65928,7.50893,6.04404,2.72696,0.00874086,0.00104682,106,apple,1,15,11
640065,3.65928,7.55861,5.59934,2.75093,0.00937189,0.00104682,157,apple,1,16,11
640065,3.65928,3.60134,5.83054,2.703,0.00937189,0.00104682,181,apple,1,16,11
665558,3.65928,7.55861,6.04404,1.08589,0.00937189,0.00104682,106,apple,1,25,15
638370,3.65928,7.55861,5.83054,2.72696,0.00937189,0.00104682,89,apple,1,16,11
665558,3.65928,3.60134,6.08665,2.72696,0.00937189,0.00104682,89,apple,1,25,15
640065,3.65928,7.57338,5.83054,2.72696,0.0110427,0.00104682,89,apple,1,17,11
665558,3.65928,3.60134,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,15
640065,3.95177,7.55861,6.08857,6.4938,0.00937189,0.00104682,180,scavenger,1,13,11
665558,3.65928,3.60134,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,15
640065,3.68263,7.55861,4.01257,2.72696,0.00941299,0.00104682,181,apple,1,16,8
665558,3.65928,3.60134,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,16
640065,3.65928,7.53079,3.15247,2.75093,0.0110427,0.00104682,89,apple,1,17,11
969917,3.68263,7.55861,2.19459,2.703,0.00941299,0.00104682,181,apple,1,16,11
665558,3.65928,7.55861,5.59934,2.75093,0.00937189,0.00104682,106,apple,1,24,11
665558,3.65928,3.56315,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,16
640065,3.65928,7.50893,3.11462,2.75093,0.00937189,0.00104682,106,predator,1,15,11
640147,3.65086,2.79679,6.04556,2.72696,0.00937189,0.00104682,89,apple,1,16,15
640065,3.95177,7.60764,6.08857,6.50374,0.00937189,0.00104682,180,scavenger,1,13,20
640065,3.65928,7.55861,6.04404,1.08589,0.00937189,0.00104682,106,apple,1,25,15
665558,3.66,3.60134,6.04404,9.5318,0.00969748,0.00104682,89,apple,1,27,16
665558,3.65928,3.56315,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,16
278510,3.92739,7.60764,6.08857,6.4938,0.00937189,0.00104682,180,scavenger,1,13,20
640147,3.65928,7.50893,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,29,16
640065,3.65928,7.50893,6.04404,2.72696,0.00874086,0.00104682,106,apple,1,27,16
638370,3.68263,7.55861,5.83054,2.703,0.00941299,0.00104682,89,apple,1,16,11
665558,9.91535,3.56315,6.04709,2.72696,0.00937189,0.00104682,106,apple,1,25,16
640065,3.65928,7.55861,6.04404,1.08589,0.00937189,0.00104682,89,apple,1,29,15
640147,3.65928,7.50893,6.04709,2.72696,0.00937189,0.00104682,89,apple,1,16,16
640906,3.65928,7.50893,6.04404,2.72696,0.00862654,0.00104682,106,apple,1,22,16
665558,3.65928,3.60134,2.86115,2.72696,0.00937189,0.00104682,89,apple,1,29,16
969917,3.68263,7.55861,2.19459,2.72696,0.00937189,0.00104682,89,apple,1,16,11
640065,3.65928,7.50893,6.04404,2.72696,0.00874086,0.00170367,89,apple,1,27,16
665558,3.65928,3.56315,6.05561,2.72696,0.00937189,0.00104682,106,apple,1,29,15
640147,3.65928,7.50893,6.04556,2.72696,0.00969748,0.00104682,89,apple,1,27,16
640065,3.65086,7.55861,6.07887,1.08589,0.00937189,0.00104682,84,apple,1,29,15
665558,3.65928,3.60134,6.08665,2.72696,0.00874086,0.00104682,89,apple,1,25,11
640065,6.78133,7.55861,6.04404,1.08589,0.00937189,0.00104682,106,apple,1,25,15
