Lifespan,Hunger,Thirst,Fatigue,Mate,Comfort Inc,Comf Dec,Sight Range,     Diet,If Flocks,Flee,Pursue
127209,8.18852,3.29432,9.25882,6.09278,0.00133941,0.00169214,74,apple,0,19,20
912627,6.16682,7.00646,5.36531,5.02446,0.00109122,0.00250901,105,apple,0,17,22
475366,4.70344,6.32104,7.43751,6.36917,0.0186054,0.00220156,162,scavenger,1,27,8
177001,4.70344,4.80504,2.62671,8.60287,0.00133941,0.00307461,74,apple,0,14,5
288162,4.30381,6.32104,3.26201,3.38648,0.0186054,0.00161164,162,apple,1,27,7
287555,4.70344,6.32104,6.90387,7.17624,0.0136274,0.00161164,121,apple,0,21,8
47419,3.32846,8.89741,3.00638,8.82014,0.014842,0.00107272,99,apple,0,4,5
208971,2.13426,2.10113,0.44641,7.93079,0.0029458,0.00215224,157,apple,1,16,12
287633,4.70344,6.32104,3.65038,7.17624,0.0186054,0.00161164,151,banana,1,26,28
912627,3.32846,8.89741,5.36531,8.82014,0.014842,0.00107272,99,apple,0,4,24
177001,4.30381,4.80504,3.18022,4.92446,0.0186054,0.00161164,151,scavenger,1,16,28
287555,4.70344,6.32104,6.90387,7.17624,0.0136274,0.00161164,162,apple,0,21,8
912627,3.32846,8.89741,5.36531,8.82014,0.018294,0.00131833,130,apple,1,4,22
287633,4.30381,8.89741,3.00638,8.82014,0.0186054,0.00161164,60,apple,0,27,7
912627,4.73256,8.89741,5.36531,7.17624,0.018294,0.00161164,162,apple,1,27,22
287633,4.47797,6.32104,6.90387,4.87783,0.0186054,0.00161164,163,apple,0,27,25
912627,4.47797,6.32104,5.36531,8.82014,0.014842,0.00100874,163,apple,0,27,30
208971,4.70344,6.32104,6.90387,7.17624,0.0136274,0.00161164,162,banana,0,16,8
287633,4.30381,6.32104,3.18022,7.17624,0.0186054,0.00161164,151,apple,1,16,20
754419,4.30381,1.55381,6.90387,7.17624,0.0029458,0.00161164,162,apple,1,21,29
912627,4.30381,6.32104,3.21438,8.82014,0.014842,0.00100874,163,apple,0,27,30
287772,4.73256,6.32104,6.90387,7.21136,0.018294,0.00161164,151,apple,1,27,22
177001,4.70344,6.32104,7.43751,6.36917,0.0186054,0.00220156,162,scavenger,1,21,8
600509,4.30381,8.89741,3.25942,3.38648,0.0186054,0.00161164,151,apple,1,16,22
912627,4.30381,6.32104,3.21438,8.82014,0.014842,0.00100874,163,apple,0,27,26
177001,4.70344,6.32104,3.18022,4.92446,0.0186054,0.00220156,151,scavenger,1,16,25
287633,4.30381,6.32104,5.36531,7.17624,0.0172013,0.00161164,162,apple,1,29,22
288162,4.30381,6.32104,6.87832,7.21136,0.0186054,0.00161164,163,apple,0,27,7
287772,4.73256,6.32104,6.90387,7.21136,0.0010706,0.00161164,151,apple,0,19,27
287555,4.30381,6.32104,3.21438,8.82014,0.016568,0.00100874,163,apple,0,27,8
177001,4.70344,4.80504,3.18022,6.36917,0.0186054,0.00220156,151,scavenger,1,27,8
754419,4.73256,6.32104,6.90387,7.21136,0.0029458,0.00161164,162,apple,1,27,29
913463,4.47797,6.32104,6.90387,4.87783,0.0172553,0.00106489,163,apple,0,27,19
287217,4.70344,6.32104,3.16766,7.17624,0.0136274,0.00161164,167,apple,1,22,8
288162,4.30381,6.32104,6.87832,4.87783,0.0186054,0.00161164,163,apple,0,27,25
288162,3.32846,6.32104,3.21438,8.82014,0.0146931,0.00100874,163,apple,1,27,26
288060,4.30381,7.61628,3.25942,8.82014,0.016568,0.00191529,163,apple,0,27,22
287633,4.30381,6.32104,5.36531,7.20116,0.0160448,0.00161164,162,apple,1,29,22
287772,4.73256,6.32104,6.90387,7.21136,0.018294,0.00161164,151,apple,0,27,7
288162,4.30381,6.32104,5.36531,7.17624,0.0186054,0.00161164,162,apple,1,29,21
288162,4.70344,6.32104,6.87832,4.89841,0.0136274,0.00161164,167,apple,0,27,8
287633,4.30381,8.89741,3.00638,8.82014,0.0186054,0.00161164,99,banana,0,27,7
288162,3.32846,8.89741,5.36531,8.82014,0.0146931,0.00107272,99,apple,1,4,24
287555,4.30381,7.61628,3.25942,8.78553,0.016568,0.00100874,168,apple,0,27,8
288162,4.30381,6.32104,3.16766,4.87783,0.0186054,0.00161164,163,apple,1,22,8
287772,4.73256,6.32104,6.90387,7.21136,0.018294,0.00161164,151,apple,0,27,7
288162,4.30381,6.32104,3.18022,4.89841,0.0186054,0.00161164,167,apple,0,27,20
287633,4.30381,6.32104,5.36531,7.20577,0.0160448,0.00161164,162,apple,1,29,21
